MARCA,MODELO,Conductor,Pasajero,R,Acople_Rexion,Comentarios,Año_Modelo,Imagen_Rexion,Segmento
Land rover,Range rover 1,"21""","21""",,Gancho universal,,Desde el año 94 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Land rover,Range rover 2,"22""","22""",,Gancho universal,,Desde 95 hasta 02,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Land rover,Range rover 3,"26""","26""",,Gancho universal,,Desde el año 05 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lexus,Es250,"22""","18""",,Gancho universal,,Desde 92 hasta 94,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lexus,Es250,"22""","18""",,Gancho universal,,Desde 90 hasta 91,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lexus,Ls400,"22""","16""",,Gancho universal,,Desde 90 hasta 94,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lexus,Sc300,"20""","20""",,Gancho universal,,Desde 92 hasta 00,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lincoln,Navigator,"24""","18""",,Gancho universal,,Todos,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lincoln,Town car sedan,"22""","22""",,Gancho universal,,Desde el año 99 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Lincoln,Zephir,"24""","19""",,Gancho universal,,Desde 06 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Mazda,121,"20""","16""",,Gancho universal,,Desde 97 hasta 99,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,323,"18""","18""",,Gancho universal,,Desde 83 hasta 04,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,626,"20""","20""",,Gancho universal,,Desde 84 hasta 97,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,626,"22""","18""",,Gancho universal,,Desde el año 00 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 2 new,"22""","16""",,Gancho universal,,Desde el año 15 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 grand touring,24”,18”,,Gancho universal,,Año 2014,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 il4,24”,19”,,Gancho universal,,Desde 10 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 il4,21”,19”,,Gancho universal,,Desde 04 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 mazda speed,24”,19”,,Gancho universal,,Desde 10 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 mazda speed,21”,19”,,Gancho universal,,Desde 07 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 sl4,24”,19”,,Gancho universal,,Desde 10 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 sl4,21”,19”,,Gancho universal,,Desde 04 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 sp23,21”,19”,,Gancho universal,,Año 2005,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 touring,24”,18”,,Gancho universal,,Año 2014,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,3 sky activ,"24""","18""",RX,620,,Desde el año 22 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,5 grand touring,26”,16”,,Gancho universal,,Desde 07 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,5 sport,26”,16”,,Gancho universal,,Desde 12 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,5 sport,26”,16”,,Gancho universal,,Desde 06 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,5 touring,26”,16”,,Gancho universal,,Desde 06 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,6 il4,22”,18”,,Gancho universal,,Desde 04 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,6 mazda speed,22”,18”,,Gancho universal,,Desde 06 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,6 s,22”,18”,,Gancho universal,,Desde 04 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Alegro todos,"22""","18""",,Gancho universal,,Desde el año 00 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Asahi / 626 l / lx,"20""","20""",,Gancho universal,,Desde 88 hasta 97,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Asahi glx,"18""","18""",,Gancho universal,,Desde 84 hasta 86,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,B1600,"16""","16""",,Gancho universal,,Año 86,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,B2000- 2200 - 2600,"18""","18""",,Gancho universal,,Desde el año 88 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx-5,24”,18”,,Gancho universal,,Desde 13 hasta 15,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx-5,"24""","18""",RX,636,,Desde el año 16 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx-7,26”,16”,,Gancho universal,,Desde 07 hasta 12,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx-9,26”,16”,,Gancho universal,,Desde 07 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx-9,"24""","16""",RX,636,,Desde el año 15 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Cx30,"26""","16""",RX,620,,Desde el año 20 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Demio,"20""","16""",,Gancho universal,,Desde el año 04 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Matsuri,"22""","18""",,Gancho universal,,Desde 94 hasta 98,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Bt50,"24""","16""",RX,590,,Desde el año 20 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 2,24”,14”,,Gancho universal,,Desde 12 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 3 hatchback,24”,19”,,Gancho universal,,Desde 10 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 3 hatchback,21”,19”,RX,510,,Desde 06 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 3 sedán,24”,19”,,Gancho universal,,Desde 10 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 3 sedán,21”,19”,,Gancho universal,,Desde 06 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 5,26”,16”,,Gancho universal,,Año 2006,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 6,24”,18”,,Gancho universal,,Desde 09 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mazda 6,22”,18”,,Gancho universal,,Desde 06 hasta 08,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Mx-5 miata,18”,18”,,Gancho universal,,Desde 06 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,T45 turbo,"18""","18""",,Gancho universal,,Desde el año 95 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Tribute hybrid,20”,20”,RX,510,,Desde 08 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mazda,Tribute il4,20”,20”,RX,510,,Desde 08 hasta 11,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase a 160,26”,22”,,Gancho universal,,Desde 03 hasta 04,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase a 180,26”,22”,,Gancho universal,,Desde 13 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase a 190,24”,24”,,Gancho universal,,Desde 03 hasta 04,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase a 200,24”,19”,,Gancho universal,,Desde 13 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase b 180,26”,22”,,Gancho universal,,Desde 12 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase b 200,26”,24”,,Gancho universal,,Desde 10 hasta 11,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase b 200,24”,22”,RX,510,,Desde 06 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase c (200,320)",24”,22”,,Gancho universal,,Desde 03 hasta 05,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase c (280,300,350)",22”,22”,RX,635,,Desde 06 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase cl (500, 600)",28”,28”,RX,635,,Desde 03 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase cl 230 k,24”,24”,,Gancho universal,,Desde 03 hasta 05,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase cl63 amg,24”,24”,RX,635,,Desde 08 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase clk (320,350,500)",22”,22”,,Gancho universal,,Desde 03 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase cls (63, 500)",26”,26”,,Gancho universal,,Desde 07 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase e cabriolet,24”,24”,RX,635,,Desde 11 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase e coupé,24”,24”,,Gancho universal,,Desde 10 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase e 280,26”,26”,RX,510,,Desde 07 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase g,16”,16”,RX,510,,Desde 03 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase gl450,28”,21”,RX,635,,Desde 07 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase gl500,28”,21”,RX,510,,Desde 09 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase glk,22”,19”,RX,510,,Desde 09 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase ml 320,22”,22”,RX,510,,Año 2003,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase ml 350,26”,22”,RX,510,,Desde 13 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase ml 350,24”,22”,RX,510,,Desde 12 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase ml 350,28”,21”,RX,510,,Desde 06 hasta 11,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase ml 350,22”,22”,RX,635,,Desde 03 hasta 05,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase ml (63, 500)",28”,21”,,Gancho universal,,Desde 06 hasta 08,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase r,28”,21”,,Gancho universal,,Desde 06 hasta 11,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase s 430,28”,28”,RX,635,,Desde 03 hasta 05,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Clase sl,26”,26”,RX,635,,Desde 03 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,C202-c203,22”,22”,RX,520,,Desde 03 hasta 08,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,A200-gla,22”,19”,RX,634,,Desde el año 2014 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,"Clase slk (200, 280, 350)",22”,22”,,Gancho universal,,Desde 07 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Sprinter,"26""","24""",RX,510,,Desde el año 15 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Sprinter,26”,24”,,Gancho universal,,Desde 07 hasta 13,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mercedez,Sprinter,24”,22”,,Gancho universal,,Desde 04 hasta 06,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Asx,24”,"20""",,Gancho universal,,Todos,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Bt50,"18""","18""",,Gancho universal,,Desde el año 07 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Hard top,"18""","18""",,Gancho universal,,Desde el año 94 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,3,24”,"18""",,Gancho universal,,Desde el año 11 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Eclipse,24”,22”,,Gancho universal,,Desde 03 hasta 12,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Endeavor,26”,21”,,Gancho universal,,Desde 04 hasta 11,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Galant,26”,19”,,Gancho universal,,Desde 04 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Galant,24”,18”,,Gancho universal,,Desde 00 hasta 03,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Grandis,28”,22”,,Gancho universal,,Desde 07 hasta 09,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,L200,22”,19”,,Gancho universal,,Desde 08 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,L300,"18""","18""",,Gancho universal,,Desde 03 hasta 06,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Lancer,24”,18”,,Gancho universal,,Desde 03 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Lancer evolution,26”,18”,,Gancho universal,,Desde 08 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Lancer ralliart,26”,18”,,Gancho universal,,Desde 10 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Lancer avanzado,"24""","16""",,Gancho universal,,Desde 08 hasta 12,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Mirage,24”,16”,,Gancho universal,,Año 2014,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Montero,"16""","16""",,Gancho universal,,Desde 87 hasta 90,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Montero,"18""","18""",,Gancho universal,,Desde 92 hasta 95,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Montero,"20""","20""",,Gancho universal,,Desde 04 hasta 07,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Montero new,22”,20”,,Gancho universal,,Desde 08 hasta 17,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Outlander,24”,20”,,Gancho universal,,Desde 07 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Outlander,22”,"22""",,Gancho universal,,Desde 04 hasta 06,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Space star,22”,22”,,Gancho universal,,Desde 03 hasta 04,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Turbo center,"18""","18""",,Gancho universal,,Desde el año 93 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mitsubishi,Wagon/station wagon,"20""","20""",,Gancho universal,,Desde el año 93 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Mini,Cooper,"18""","18""",,Gancho universal,,Desde el año 03 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Mini,Cooper club man,"20""","20""",,Gancho universal,,Desde el año 11 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Mini,Cooper s,"18""","18""",,Gancho universal,,Desde el año 11 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Mini,Cooper works,"20""","20""",,Gancho universal,,Desde el año 09 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Mini,Countryman,"20""","20""",,Gancho universal,,Desde el año 11 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Otros
Nissan,300 zx,18”,18”,,Gancho universal,,Desde 90 hasta 96,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,350 z,20”,18”,,Gancho universal,,Desde 03 hasta 08,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,370 z,21”,19”,,Gancho universal,,Desde 09 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Almera,21”,"20""",,Gancho universal,,Desde el año 96 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Almera hb,"22""","22""",,Gancho universal,,Desde el año 96 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Almera sg,"20""","16""",,Gancho universal,,Desde el año 03 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Altima,"24""","18""",,Gancho universal,,Desde el año 05 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Altima,26”,16”,,Gancho universal,,Desde 02 hasta 06,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Altima,"19""",19”,,Gancho universal,,Desde 92 hasta 01,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Aprio,18”,18”,,Gancho universal,,Desde 08 hasta 10,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Armada,24”,22”,,Gancho universal,,Desde 04 hasta 14,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,B14/b13,"18""","18""",,Gancho universal,,Desde el año 96 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Bluebird t12,"20""","20""",,Gancho universal,,Desde el año 85 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Bluebird u11,"20""","20""",,Gancho universal,,Desde el año 83 en adelante,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
Nissan,Cabstar,"18""","18""",,Gancho universal,,Desde 01 hasta 04,https://drive.google.com/file/d/1xXtM0PknmheWpy5-Gjs6KnidB5j8nbCj/view?usp=sharing,Más comerciales
